"","V1","V2","V3"
"807","Karel Appel",2006,2036
"808","India",2006,67739
"809","rootsi",2006,14
"810","rumeenia",2006,5
"811","türgi",2006,13
"812","Uldis Vazdiks",2006,1989
"813","läti",2006,2
"814","Titanicu",2006,NA
"815","vene",2006,NA
"816","ainude",2006,NA
"817","Jaapanis",2006,NA
"818","austraalia",2006,22
"819","kanada",2006,5
"820","Suurbritannia",2006,89588
"821","Gustav Tõnspoeg",2006,1966
"822","Lõuna-Aafrika Vabariigi",2006,NA
"823","Aleksandr Zinovjev",2006,1596
"824","Nõukogude Liidu",2006,NA
"825","John Hicks",2006,1684
"826","Colombia",2006,22885
"827","Iisraeli",2006,NA
"828","Floyd Patterson",2006,1105
"829","Iiri",2006,1229
"830","Demokraatliku Partei",2006,NA
"831","Venda Sõelsepp",2006,2549
"832","Nobeli keemiaauhinna",2006,NA
"833","Udo Petersoo",2006,1440
"834","Eesti Evangeeliumi Luteriusu Kiriku",2006,NA
"835","Fidþi",2006,15083
"836","Iraani",2006,NA
"837","Aleksander Terras",2006,1912
"838","Alþeeria",2006,20291
"839","Saudi Araabia",2006,30625
"840","mehhiko",2006,NA
"841","poola",2006,7
"842","Jaan Eilart",2006,3322
"843","brasiilia",2006,11
"844","hollandi",2006,NA
"845","Voldemar Nurmela",2006,268
"846","tai",2006,23
"847","Nigeeria",2006,30302
"848","Johannes Nittim",2006,810
"849","Ohio",2006,11405
"850","Sambia",2006,26229
"851","Nikolai Solovei",2006,899
"852","rootsi",2006,14
"853","Tõnis Loit",2006,911
"854","Jamaica",2006,22756
"855","Guatemala",2006,15143
"856","Pakistani",2006,NA
"857","Helju Jüssi",2006,2652
"858","CBS",2006,4381
"859","sloveenia",2006,2
"860","Uus-Meremaa",2006,46386
"861","Nobeli füüsikaauhinna",2006,NA
"862","Anton Seelos",2006,504
"863","briti",2006,NA
"864","hispaania",2006,61
"865","kanada",2006,5
"866","bulgaaria",2006,1
"867","jaapani",2006,NA
"868","Austraalia",2006,82705
"869","Endel Padrik",2006,1646
"870","eesti",2006,49
"871","portugali",2006,NA
"872","soome",2006,5
"873","Eevi Pärsim",2006,1905
"874","Esimese maailmasõja",2006,NA
"875","Endrik Nõges",2006,823
"876","Eesti Teaduste Akadeemia",2006,12316
"877","Mihkel Jõeveer",2006,1545
"878","jordaania",2006,NA
"879","palestiina",2006,1
"880","itaalia",2006,7
"881","Enno Raidma",2006,480
"882","saksa",2006,NA
"883","poola",2006,7
"884","austria",2006,3
"885","belgia",2006,1
"886","Aarne Vinkel",2006,1595
"887","brasiilia",2006,11
"888","György Ligeti",2006,2178
"889","ungari",2006,6
"890","austria",2006,3
"891","Robert Päsok",2006,588
"892","Malawi",2006,27469
"893","Iirimaa",2006,54651
"894","Bangladeshi",2006,NA
"895","belgia",2006,1
"896","Betty Curtis",2006,142
"897","Slovakkia",2006,39837
"898","tðehhi",2006,NA
"899","rumeenia",2006,5
"900","Priit Kolbre",2006,1834
"901","Guami",2006,NA
"902","Aaron Spelling",2006,2245
"903","Zimbabwe",2006,17239
"904","Bangladeshi",2006,NA
"905","Sri Lanka",2006,32657
"906","Tuneesia",2006,21006
"907","Andres Oks",2006,2068
"908","Broadwayl",2006,NA
"909","Joyce Hatto",2006,696
"910","Mart Paama",2006,1863
"911","Jaapani",2006,NA
"912","Robert Lepikson",2006,7087
"913","Eesti",2006,502828
"914","Nicaragua",2006,16030
"915","Ungari",2006,52871
"916","Jaak Palumets",2006,916
"917","Suurbritannia",2006,89588
"918","saksa",2006,NA
"919","Norra",2006,77046
"920","bridþi",2006,NA
"921","Tonga",2006,14053
"922","vene",2006,NA
"923","hispaania",2006,61
"924","ðoti",2006,NA
"925","Uruguay",2006,16070
"926","Elias Hrawi",2006,839
"927","Liibanoni",2006,NA
"928","hollandi",2006,NA
"929","Syd Barrett",2006,3222
"930","Pink Floydi",2006,NA
"931","india",2006,11
"932","Colombia",2006,22885
"933","Argentina",2006,37733
"934","urdu keeles",2006,NA
"935","Pakistani",2006,NA
"936","Ðamil Bassajev",2006,40
"937","Amanda Jasmiin",2006,2269
"938","Austraalia",2006,82705
"939","Ðveitsi",2006,NA
"940","Belgia",2006,58981
"941","Eduards Pâvuls",2006,648
"942","Andres Stolovitð",2006,867
"943","poola",2006,7
"944","Euroopa Parlamendi",2006,NA
"945","Endel Mändmaa",2006,1083
"946","Eesti NSV",2006,46770
"947","Aleksandr Goldstein",2006,630
"948","Richard Nixoni",2006,NA
"949","brasiilia",2006,11
"950","Richard Kalmet",2006,582
"951","Ilja Pähn",2006,861
"952","Singapuri",2006,NA
"953","Filipiinide",2006,NA
"954","Kambodþa",2006,25611
"955","punaste khmeeride",2006,NA
"956","Palladium",2006,4288
"957","Dominikaani Vabariigi",2006,NA
"958","Venezuela",2006,22328
"959","poola",2006,7
"960","Uue Testamendi",2006,NA
"961","Janka Bryl",2006,1017
"962","valgevene",2006,5
"963","BBC",2006,11372
"964","Mati Jostov",2006,2080
"965","Siim Rulli",2006,2419
"966","Nigeeria",2006,30302
"967","norra",2006,6
"968","Saksa",2006,2850
"969","Willy Brandti",2006,NA
"970","Somaalia",2006,17527
"971","Uus-Meremaa",2006,46386
"972","Ferenc Zenthe",2006,1039
"973","türgi",2006,13
"974","hollandi",2006,NA
"975","Vincent Dole",2006,1347
"976","india",2006,11
"977","ungari",2006,6
"978","Hesseni",2006,NA
"979","Elisabeth Schwarzkopf",2006,1349
"980","saksa",2006,NA
"981","briti",2006,NA
"982","Aron Gurevitð",2006,1419
"983","Belgia",2006,58981
"984","ðveitsi",2006,NA
"985","leedu",2006,33
"986","brasiilia",2006,11
"987","Austraalia",2006,82705
"988","Arno Aadamsoo",2006,808
"989","kuuba",2006,NA
"990","eesti",2006,49
"991","jaapani",2006,NA
"992","Edgar Salumaa",2006,823
"993","Helmi Kurba",2006,2180
"994","Lõuna-Aafrika Vabariigi",2006,NA
"995","vene",2006,NA
"996","hollandi",2006,NA
"997","Te Atairangikaahu",2006,783
"998","maooride",2006,NA
"999","Alfredo Stroessner",2006,1754
"1000","Paraguay",2006,13108
"1001","Velda Otsus",2006,4076
"1002","Robert Kreem",2006,1326
"1003","Bangladeshi",2006,NA
"1004","Jarkko Laine",2006,289
"1005","soome",2006,5
"1006","kanada",2006,5
"1007","Eve Lokk",2006,777
"1008","Trinidadi ja Tobago",2006,NA
"1009","armeenia",2006,NA
"1010","rumeenia",2006,5
"1011","Indoneesia",2006,81174
"1012","Lõuna-Aafrika Vabariigi",2006,NA
"1013","Iisraeli",2006,NA
"1014","Pakistani",2006,NA
"1015","Leho Ründal",2006,530
"1016","Heino Rang",2006,649
"1017","Hawaii",2006,9601
"1018","Margaret Thatcheri",2006,NA
"1019","Melvin Schwartz",2006,2665
"1020","Nobeli füüsikaauhinna",2006,NA
"1021","Nagib Mahfuz",2006,3932
"1022","Egiptuse",2006,NA
"1023","rootsi",2006,14
"1024","Saksamaa Rahvusdemokraatliku Partei",2006,NA
"1025","juudi",2006,NA
"1026","ungari",2006,6
"1027","Pittsburghi",2006,NA
"1028","itaalia",2006,7
"1029","Bob Mathias",2006,1064
"1030","Endel Ratas",2006,1449
"1031","eesti",2006,49
"1032","Ðveitsi",2006,NA
"1033","saksa",2006,NA
"1034","norra",2006,6
"1035","Austraalia",2006,82705
"1036","Giacinto Facchetti",2006,1847
"1037","astelrai",2006,NA
"1038","India",2006,67739
"1039","Kirill Raudsepp",2006,1862
"1040","Estonia teatri",2006,NA
"1041","Johannes Rebane",2006,349
"1042","kreeka",2006,1
"1043","Pakistani",2006,NA
"1044","Efraim Allsalu",2006,2154
"1045","Endel Eero",2006,1626
"1046","soome",2006,5
"1047","Montana",2006,8310
"1048","poola",2006,7
"1049","Uus-Meremaa",2006,46386
"1050","Tâufa'âhau Tupou IV",2006,963
"1051","Tonga",2006,14053
"1052","Brasiilia",2006,58033
"1053","hollandi",2006,NA
"1054","ðoti",2006,NA
"1055","Hongkongi",2006,NA
"1056","Lauri Pääslane",2006,722
"1057","Suurbritannia",2006,89588
"1058","Rumeenia",2006,52738
"1059","Texase",2006,NA
"1060","Haabersti",2006,1042
"1061","Andrei Kozlov",2006,694
"1062","Bangladeshi",2006,NA
"1063","mehhiko",2006,NA
"1064","Sten Andersson",2006,809
"1065","Rootsi",2006,96485
"1066","ungari",2006,6
"1067","Ain Raitviir",2006,1268
"1068","vene",2006,NA
"1069","Massachusettsi",2006,NA
"1070","Uus-Meremaa",2006,46386
"1071","maoori",2006,NA
"1072","Sven Nykvist",2006,1406
"1073","Edgar Viies",2006,2048
"1074","Ðveitsi",2006,NA
"1075","Argentina",2006,37733
"1076","Malcolm Arnold",2006,880
"1077","Rudolf Karelson",2006,939
"1078","Fidþi",2006,15083
"1079","Afganistani",2006,NA
"1080","Endel Aimre",2006,2291
"1081","kanada",2006,5
"1082","Québeci",2006,NA
"1083","Aado Slutsk",2006,1691
"1084","Eesti Raadio",2006,10897
"1085","Erki Silvet",2006,896
"1086","norra",2006,6
"1087","Rumeenia",2006,52738
"1088","saksa",2006,NA
"1089","kanada",2006,5
"1090","Paul Halmos",2006,502
"1091","soome",2006,5
"1092","serbia",2006,2
"1093","austraalia",2006,22
"1094","itaalia",2006,7
"1095","briti",2006,NA
"1096","Hiina",2006,74802
"1097","austria",2006,3
"1098","Hiljar Pärn",2006,568
"1099","Argentina",2006,37733
"1100","Aadu Luukas",2006,5383
"1101","eesti",2006,49
"1102","Anna Politkovskaja",2006,4988
"1103","Venemaa",2006,128157
"1104","baski",2006,NA
"1105","Hispaania",2006,100710
"1106","Iisraeli",2006,NA
"1107","Uus-Meremaa",2006,46386
"1108","türgi",2006,13
"1109","juudi",2006,NA
"1110","Mehhiko",2006,50321
"1111","India",2006,67739
"1112","poola",2006,7
"1113","Kuuba",2006,34784
"1114","Jüri Ehlvest",2006,4202
"1115","Itaalia",2006,108983
"1116","Semjon Budjonnõi",2006,4521
"1117","ðoti",2006,NA
"1118","Hollandi",2006,NA
"1119","Peruu",2006,28365
"1120","Iiri",2006,1229
"1121","Euroopa Parlamendi",2006,NA
"1122","kanada",2006,5
"1123","Arnold Viiding",2006,1900
"1124","Pärt Lias",2006,2016
"1125","Iraani",2006,NA
"1126","jaapani",2006,NA
"1127","Lembit Lauri",2006,2698
"1128","Lõuna-Korea",2006,36200
"1129","korea",2006,1
"1130","Brasiilia",2006,58033
"1131","Pakistani",2006,NA
"1132","Aleksander Tammert seenior",2006,2589
"1133","Hongkongi",2006,NA
"1134","Trevor Berbick",2006,1954
"1135","Aleksander Tðikin",2006,2190
"1136","Clifford Geertz",2006,2497
"1137","Pieter Willem Botha",2006,1703
"1138","Lõuna-Aafrika Vabariigi",2006,NA
"1139","Ðveitsi",2006,NA
"1140","briti",2006,NA
"1141","itaalia",2006,7
"1142","saksa",2006,NA
"1143","Paul Mauriat",2006,1424
"1144","Ecuadori",2006,NA
"1145","Dajan Ahmet",2006,8214
"1146","Eesti",2006,502828
"1147","Ku Klux Klani",2006,NA
"1148","Türgi",2006,69994
"1149","mehhiko",2006,NA
"1150","hispaania",2006,61
"1151","Valter Vaasa",2006,1355
"1152","Austraalia",2006,82705
"1153","Aino Kukk",2006,820
"1154","Lia Looveer",2006,815
"1155","Markus Wolf",2006,1462
"1156","Margareete-Helge Otter",2006,1114
"1157","Prantsusmaa",2006,96819
"1158","Igor Sergejev",2006,1469
"1159","Venemaa",2006,128157
"1160","Sri Lanka",2006,32657
"1161","Lõuna-Aafrika Vabariigi",2006,NA
"1162","jaapani",2006,NA
"1163","Milton Friedman",2006,6429
"1164","Hugo Raudsaar",2006,1501
"1165","Ferenc Pusk<U+00E1>s",2006,3070
"1166","Vadim Zagladin",2006,842
"1167","Mihhail Gorbatðovi",2006,NA
"1168","Lars Chemnitz",2006,736
"1169","Taani",2006,67814
"1170","Gröönimaa",2006,35254
"1171","Lõuna-Korea",2006,36200
"1172","Tðetðeenia",2006,2756
"1173","FSB",2006,6739
"1174","George VI",2006,14398
"1175","Elizabeth II",2006,57972
"1176","Robert Altman",2006,2410
"1177","Nicolae Ceau<U+0219>escu",2006,6454
"1178","Hassan Gouled Aptidon",2006,1190
"1179","Vadim Zagladin",2006,842
"1180","Lembit Maurer",2006,1105
"1181","Aleksandr Litvinenko",2006,4726
"1182","Vladimir Putini",2006,NA
"1183","Juice Leskinen",2006,2881
"1184","Ber-Leib Gassmann",2006,264
"1185","Bertil Antonsson",2006,964
"1186","austria",2006,3
"1187","Filipiinide",2006,NA
"1188","Indoneesia",2006,81174
"1189","Claude Jade",2006,1288
"1190","Rootsi",2006,96485
"1191","Soome",2006,127364
"1192","Burkina Faso",2006,15036
"1193","Tiina Nurk",2006,1408
"1194","eesti",2006,49
"1195","Austraalia",2006,82705
"1196","Türkmenistani",2006,NA
"1197","Esimese maailmasõja",2006,NA
"1198","Lyuben Berov",2006,1226
"1199","Lõuna-Korea",2006,36200
"1200","Ilse Leetaru",2006,869
"1201","Augusto Pinochet",2006,5596
"1202","Tðiili",2006,25595
"1203","Palermo",2006,7545
"1204","Hiina",2006,74802
"1205","Pennsylvania",2006,10300
"1206","Hispaania",2006,100710
"1207","Euroopa Komisjoni",2006,NA
"1208","Sri Lanka",2006,32657
"1209","Victor Terras",2006,890
"1210","Joseph Barbera",2006,1505
"1211","Krimmi",2006,NA
"1212","Andrei Þdanovi",2006,NA
"1213","Tôkyô prefektuuri",2006,NA
"1214","hiina",2006,22
"1215","Saparmyrat Ny<U+00FD>azow",2006,2391
"1216","Eino Jutikkala",2006,718
"1217","Ervin L<U+00E1>z<U+00E1>r",2006,994
"1218","Marilyn Waltz",2006,1184
"1219","Brasiilia",2006,58033
"1220","CBS",2006,4381
"1221","James Brown",2006,4679
"1222","Gerald Ford",2006,7636
"1223","BBC",2006,11372
"1224","Kômei Abe",2006,650
"1225","Iraani",2006,NA
"1226","Iraagi",2006,NA
"1227","<U+25BA>",2007,NA
"1228","<U+25BA><U+25BA>",2007,NA
"1229","Sündmused maailmas",2007,1775
"1230","William Butler Yeatsi",2007,NA
"1231","Hugo Tiismus",2007,457
"1232","Olli-Matti Multamäki",2007,456
"1233","Jean-Pierre Vernant",2007,1704
"1234","Sophia Loreni",2007,NA
"1235","Kuno Thomasson",2007,587
"1236","Alice Coltrane",2007,315
"1237","Julian Semjonovi",2007,NA
"1238","<U+015E>addâm <U+1E28>usayni",2007,NA
"1239","Ülle Aaskivi",2007,3072
"1240","Murat Nassõrov",2007,1107
"1241","Sebastian Ðaumjan",2007,673
"1242","Ryszard Kapuúciñski",2007,1369
"1243","Emiliano Mercado del Toro",2007,1067
"1244","Hans Wegner",2007,882
"1245","Mari Kamp",2007,1593
"1246","Angelina Jolie",2007,12916
"1247","Emma Tillman",2007,629
"1248","Karel Svoboda",2007,887
"1249","Albert Paltser",2007,814
"1250","Sidney Sheldon",2007,1858
"1251","Kirka Babitzin",2007,2175
"1252","Olevi Kull",2007,1919
"1253","Usâmah ibn Lâdini",2007,NA
"1254","Jaan Remmel",2007,737
"1255","Malle Hämarik",2007,713
"1256","Paul Luhtein",2007,3411
"1257","Anna Nicole Smith",2007,4326
"1258","Viktor Grigorjev",2007,1183
"1259","Hannu Savola",2007,431
"1260","Lilli Promet",2007,9232
"1261","Jurga Ivanauskaitë",2007,2593
"1262","Uwe Soodla",2007,858
"1263","Pascal Yoadimnadji",2007,593
"1264","Liina Roomet",2007,1111
"1265","Vladimir Martõnov",2007,1046
"1266","Bernd Freytag von Loringhoven",2007,1527
"1267","Arthur M. Schlesinger juunior",2007,866
"1268","Olev Laanjärv",2007,2740
"1269","Helmut Oruvee",2007,1416
"1270","Meinhard Niglas",2007,1212
"1271","Henri Troyat",2007,1986
"1272","Jean Baudrillard",2007,3261
"1273","Endel Kitse",2007,980
"1274","Rein Neggo",2007,644
"1275","Endel Kudisiim",2007,759
"1276","Woody Harrelsoni",2007,NA
"1277","Valdemar Väli",2007,4638
"1278","John Backus",2007,1495
"1279","Uno Valk",2007,1644
"1280","Elbert Tuganov",2007,4183
"1281","Mao Zedongi",2007,NA
"1282","Andranik Margarjan",2007,934
"1283","Mihhail Uljanov",2007,2479
"1284","Paul Lauterbur",2007,2571
"1285","Nobeli füsioloogia- või meditsiiniauhinna",2007,NA
"1286","Jevgeni Kogan",2007,4221
"1287","Enn Vallak",2007,983
"1288","Dumitru P<U+00EE>rvulescu",2007,538
"1289","Kurt Vonnegut",2007,14362
"1290","Jaak Taul",2007,1274
"1291","Einar Sanden",2007,3008
"1292","Silvia Rannamaa",2007,6798
"1293","Ilmar Talve",2007,4094
"1294","Boriss Jeltsin",2007,16124
"1295","Mstislav Rostropovitð",2007,2196
"1296","Debora Vaarandi",2007,19663
"1297","Laine Mets",2007,1164
"1298","Horst Dohlus",2007,1006
"1299","Ivica Raèan",2007,818
"1300","Grégory Lemarchal",2007,1502
"1301","tsüstiline fibroos",2007,NA
"1302","Temira Pachmuss",2007,1454
"1303","Dan Põldroos",2007,12700
"1304","Aigar Vahemetsa",2007,2008
"1305","Oskar Gnadenteich",2007,563
"1306","Lea Veelma",2007,2297
"1307","Malietoa Tanumafili II",2007,1415
"1308","Karl Laantee",2007,1271
"1309","Ülo Jõgi",2007,2416
"1310","Erna",2007,4301
"1311","Helmut Puur",2007,1057
"1312","Lloyd Alexander",2007,1104
"1313","Alide Viire-Slet",2007,742
"1314","Pierre-Gilles de Gennes",2007,2340
"1315","Nobeli füüsikaauhinna",2007,NA
"1316","Svetlan Semenenko",2007,1418
"1317","Ben Weisman",2007,574
"1318","Elvis Presley",2007,21228
"1319","Stanley Miller",2007,775
"1320","Eha Raend",2007,1043
"1321","Mait Miljan",2007,805
"1322","Rein Vill",2007,589
"1323","Aden Abdullah Osman Daar",2007,990
"1324","Jaan Toomla",2007,989
"1325","Richard Rorty",2007,2515
"1326","Rudolf Arnheim",2007,944
"1327","Nikolai Suursööt",2007,292
"1328","EAÕK",2007,2085
"1329","Kai Kivi",2007,671
"1330","Vello Jürna",2007,2550
"1331","Mahatma Gandhi",2007,11513
"1332","Kurt Waldheim",2007,2723
"1333","Mati Majass",2007,757
"1334","Ra<U+00FA>l Castro",2007,4800
"1335","Pille Salveste",2007,925
"1336","Jaak Hion",2007,2093
"1337","Peeter Hein",2007,1596
"1338","Dragutin Tadijanoviã",2007,1143
"1339","Pçteris Strautmanis",2007,632
"1340","Otto von Bismarcki",2007,NA
"1341","Idriss Déby",2007,1808
"1342","Georges Pompidou",2007,2168
"1343","Valeri Zolotuhhini",2007,NA
"1344","George Melly",2007,788
"1345","Kaarel Kotsar",2007,1887
"1346","Lyndon Johnsoni",2007,NA
"1347","Terje Matsik",2007,846
"1348","Rita Tasa",2007,1077
"1349","Kenji Miyamoto",2007,882
"1350","Endel Isop",2007,1272
"1351","Nobeli füüsikaauhinna",2007,NA
"1352","Ivan Pavlovski",2007,583
"1353","Mo<U+1E29>ammad Zâher Shâh",2007,1219
"1354","Albert Ellis",2007,1735
"1355","Peeter Luiga",2007,1161
"1356","Eldor Renter",2007,2147
"1357","Michelangelo Antonioni",2007,3341
"1358","Ingmar Bergman",2007,8970
"1359","Makoto Oda",2007,688
"1360","August",2007,18034
"1361","Mart Kull",2007,466
"1362","Yone Minagawa",2007,633
"1363","Tihhon Hrennikov",2007,1477
"1364","Endel Simmermann",2007,2809
"1365","August Strindbergi",2007,NA
"1366","Elli Varts",2007,988
"1367","ameerika alligaator",2007,NA
"1368","Heino Luik",2007,1131
"1369","Jossif Stalini",2007,NA
"1370","Juhan Saar",2007,4388
"1371","Vello Lattik",2007,4795
"1372","Michael Jackson",2007,889125
"1373","Sulev Vahtre",2007,4956
"1374","Aleksander Vassenin",2007,1126
"1375","Aleksei Kazantsev",2007,632
"1376","Heino Kersna",2007,1618
"1377","Luciano Pavarotti",2007,7176
"1378","Franz",2007,618
"1379","Ronald Reagani",2007,NA
"1380","James Browni",2007,NA
"1381","Loreida Põder",2007,617
"1382","Colin McRae",2007,6786
"1383","Robert Jordan",2007,1539
"1384","Arvo Alas",2007,2484
"1385","Charlotte Lewis",2007,901
"1386","Toivo Kaunismäe",2007,737
"1387","Stella Pahapill",2007,625
"1388","Elmar Anniko",2007,886
"1389","Kaljo Kiisk",2007,24746
"1390","Kostroma oblasti",2007,NA
"1391","Baha'i usu",2007,NA
"1392","Väinö Kirstinä",2007,797
"1393","Gyula Zsivótzky",2007,1742
"1394","Andres Lutsar",2007,2488
"1395","Raimond Veenpere",2007,706
"1396","Ryanair",2007,5922
"1397","Leili Andre",2007,3115
"1398","Vladimir Kuzin",2007,769
"1399","Mehmed Uzun",2007,776
"1400","Rauni Mollberg",2007,1114
"1401","Deborah Kerr",2007,1790
"1402","Argo Kõvamees",2007,735
"1403","Toðe Proeski",2007,1447
"1404","Rego Varsamaa",2007,711
"1405","Vello Vare",2007,3534
"1406","Helend Peep",2007,7401
"1407","Heino Teder",2007,1592
"1408","Atko Viru",2007,2205
"1409","Pierre Curie",2007,6267
"1410","Marie Curie",2007,13610
"1411","Ralph Vaughan Williamsi",2007,NA
"1412","Sven Kuntu",2007,3498
"1413","Oskar Kruus",2007,2667
"1414","Hiroshimale",2007,NA
"1415","Gunnar Vaidla",2007,1535
"1416","Heiki Meeri",2007,1084
"1417","Toomas Randvere",2007,847
"1418","Aleksandr Dedjuðko",2007,1123
"1419","Karl Rebane",2007,2728
"1420","Siim Kärner",2007,1496
"1421","Juhan Peegel",2007,7197
"1422","Norman Mailer",2007,2143
"1423","Harald Rajamets",2007,2764
"1424","Nikolai Solovjov",2007,830
"1425","Grethe Kausland",2007,115
"1426","Aarne Hermlin",2007,835
"1427","Magda Szabó",2007,1713
"1428","Joaquim Chissano",2007,1194
"1429","Ian Smith",2007,2281
"1430","Maurice Béjart",2007,1316
"1431","Vladimir Krjutðkov",2007,2078
"1432","Paul Saar",2007,868
"1433","Maimu Krinal",2007,1561
"1434","Anthony Burgessi",2007,NA
"1435","Aleksandr Fedoruk",2007,776
"1436","Karlheinz Stockhausen",2007,2906
"1437","Grigori Klimov",2007,1442
"1438","Karl I",2007,895
"1439","Lilian Semper",2007,2379
"1440","Akiva Jaglom",2007,1794
"1441","Oscar Verpoest",2007,725
"1442","Oscar Peterson",2007,2159
"1443","Vilma Tugi",2007,690
"1444","Istv<U+00E1>n S<U+00E1>ndorfi",2007,747
"1445","Jaan Kross",2007,43896
"1446","Benazir Bhutto",2007,2859
"1447","orangutan",2007,1
"1448","Rein Ristlaan",2007,5533
"1449","Surnud 2008",2007,3430
"1450","<U+25BA>",2008,NA
"1451","Sündmused maailmas",2008,1775
"1452","Irena Górska-Damiæcka",2008,776
"1453","Salvatore Bonanno",2008,835
"1454","Sri Lanka",2008,32657
"1455","Bhumibol Adulyadej",2008,4565
"1456","Simon Levin",2008,2542
"1457","Aleksandr Abdulov",2008,1863
"1458","Stig Claesson",2008,1101
"1459","Pablo Picasso",2008,21556
"1460","Lembit Avesson",2008,1452
"1461","Edmund Hillary",2008,4043
"1462","Arnold Talistu",2008,663
"1463","Artjom Sergejev",2008,2845
"1464","Jossif Stalini",2008,NA
"1465","Ago Vallas",2008,1020
"1466","Brad Renfro",2008,2047
"1467","Nikola Kljusev",2008,881
"1468","Herta Laipaik",2008,7988
"1469","Robert Fischer",2008,7684
"1470","Heath Ledger",2008,11821
"1471","Veera Neverdinova",2008,783
"1472","Jevgeni Tamm",2008,915
"1473","Igor Dmitrijev",2008,232
"1474","Marlon Brando",2008,5927
"1475","Viimse Aja Pühade Jeesuse Kristuse Kiriku",2008,NA
"1476","Suharto",2008,3492
"1477","Priit Raik",2008,2015
"1478","Reet Montonen",2008,963
"1479","Ado Eigi",2008,3691
"1480","Harry Trumani",2008,NA
"1481","Robert Rebas",2008,2268
"1482","Kaljo West",2008,1169
"1483","Tiit Kaljundi",2008,114
"1484","Sofia Nikolajeva",2008,529
"1485","Nobeli füsioloogia- või meditsiiniauhinna",2008,NA
"1486","Enn Haabsaar",2008,1551
"1487","T-80",2008,3292
"1488","Endel Aruja",2008,1046
"1489","Dieter Noll",2008,1496
"1490","Andrew Bertie",2008,1231
"1491","Malta ordu",2008,8633
"1492","Ralf R. Parve",2008,2158
"1493","Veiko Jürisson",2008,1622
"1494","Bernhard Holberg",2008,799
"1495","The Who",2008,4302
"1496","Tuvikesed",2008,3413
"1497","Varssavi Lepingu Organisatsiooni",2008,NA
"1498","Henri Salvador",2008,1249
"1499","Jegor Letov",2008,1969
"1500","Mari Must",2008,1030
"1501","Elisabet Pärkson",2008,1075
"1502","Nunzio Gallo",2008,105
"1503","Janez Drnovðek",2008,1504
"1504","Tiit Talpsep",2008,880
"1505","Enn Kailvee",2008,906
"1506","Salme Raatma",2008,1445
"1507","KGB",2008,14455
"1508","Jeff Healey",2008,1199
"1509","Meinhard Laks",2008,2659
"1510","Harry Buddel",2008,843
"1511","Dungeons & Dragons",2008,3640
"1512","Madis Tammert",2008,581
"1513","Johannes Paulus I",2008,5191
"1514","Esimese maailmasõja",2008,NA
"1515","Erwin Geschonneck",2008,805
"1516","Merike Pau",2008,1809
"1517","NASA",2008,15961
"1518","ABBA",2008,29947
"1519","Sirimavo Bandaranaike",2008,930
"1520","Frank Ayd",2008,1206
"1521","Anthony Minghella",2008,1624
"1522","Arthur C. Clarke",2008,3690
"1523","Ferdinando, Castro hertsog",2008,710
"1524","Mari Murdvee",2008,1537
"1525","Enn Sarv",2008,2499
"1526","Denis Cosgrove",2008,933
"1527","Vaino Vahing",2008,7877
"1528","Karl Peterson",2008,221
"1529","Ando Keskküla",2008,4592
"1530","Nikolai Baibakov",2008,1765
"1531","Jules Dassin",2008,1590
"1532","Anri Rulkov",2008,3017
"1533","Heinar Tedrema",2008,488
"1534","Tuuli Toomere",2008,752
"1535","Andrei Tolubejev",2008,1121
"1536","Ignazio Fabra",2008,748
"1537","Mart Kull",2008,466
"1538","Meinhard Laurmaa",2008,732
"1539","Maila Rästas",2008,2666
"1540","Eduard Raska",2008,1546
"1541","Jean Daniel Cadinot",2008,1403
"1542","Pieter van Klaveren",2008,514
"1543","Eenok Kornel",2008,1436
"1544","Albert Hofmann",2008,2667
"1545","LSD",2008,16204
"1546","Rein Pikver",2008,684
"1547","Indrek Martis",2008,1731
"1548","Elli Riikoja",2008,908
"1549","Izold Pustõlnik",2008,713
"1550","Rulon Wells",2008,427
"1551","Leili Kuldkepp",2008,1506
"1552","Luigi Malerba",2008,63
"1553","Irena Sendler",2008,1383
"1554","Nikolai Guli",2008,1637
"1555","Sa‘d al-‘Abdullâh as-Sâlim a<U+015F>-<U+015E>abâ<U+1E29>",2008,1446
"1556","Arthur Burks",2008,1396
"1557","ENIAC",2008,4565
"1558","Willis Lamb",2008,720
"1559","Jorge Amado",2008,2148
"1560","Eduard Leppik",2008,1494
"1561","Jimmy Carteri",2008,NA
"1562","Helen Kauksi",2008,1009
"1563","Elmar Pettai",2008,1188
"1564","Edgar Kask",2008,793
"1565","Kaarel Tarandi",2008,765
"1566","Sydney Pollack",2008,2492
"1567","Herbert Metsa",2008,2161
"1568","Paul Thomson",2008,693
"1569","Yves Saint Laurent",2008,5370
"1570","Koit Lääts",2008,2875
"1571","Theodore Roosevelti",2008,NA
"1572","Tðõngõz Ajtmatov",2008,2289
"1573","Kalev Katus",2008,1607
"1574","Jüri Stepanov",2008,1151
"1575","õpetaja",2008,NA
"1576","George Carlin",2008,2403
"1577","Gerard Batliner",2008,830
"1578","Kalju Kirde",2008,929
"1579","Don S. Davis",2008,2104
"1580","Annemarie Lorentzen",2008,573
"1581","Mati Rebane",2008,2291
"1582","Jesse Helms",2008,1202
"1583","Frigyes Puja",2008,676
"1584","Nonna Mordjukova",2008,3172
"1585","Anatoli Pristavkin",2008,1132
"1586","Vili Kazasjan",2008,663
